symbol,membership_code,source_name,source_ref,as_of_date,note
042700,KOSPI200,operator_uploaded_csv,local-upload-2026-06-24,2026-06-24,운영 업로드 원천
043260,KOSDAQ150,operator_uploaded_csv,local-upload-2026-06-24,2026-06-24,운영 업로드 원천
047040,KOSPI200,operator_uploaded_csv,local-upload-2026-06-24,2026-06-24,운영 업로드 원천
047050,KOSPI100,operator_uploaded_csv,local-upload-2026-06-24,2026-06-24,운영 업로드 원천
047050,KOSPI200,operator_uploaded_csv,local-upload-2026-06-24,2026-06-24,운영 업로드 원천
047810,KOSPI100,operator_uploaded_csv,local-upload-2026-06-24,2026-06-24,운영 업로드 원천
047810,KOSPI200,operator_uploaded_csv,local-upload-2026-06-24,2026-06-24,운영 업로드 원천
048410,KOSDAQ150,operator_uploaded_csv,local-upload-2026-06-24,2026-06-24,운영 업로드 원천
050890,KOSDAQ150,operator_uploaded_csv,local-upload-2026-06-24,2026-06-24,운영 업로드 원천
051600,KOSPI200,operator_uploaded_csv,local-upload-2026-06-24,2026-06-24,운영 업로드 원천
051900,KOSPI100,operator_uploaded_csv,local-upload-2026-06-24,2026-06-24,운영 업로드 원천
051900,KOSPI200,operator_uploaded_csv,local-upload-2026-06-24,2026-06-24,운영 업로드 원천
051910,KOSPI100,operator_uploaded_csv,local-upload-2026-06-24,2026-06-24,운영 업로드 원천
051910,KOSPI200,operator_uploaded_csv,local-upload-2026-06-24,2026-06-24,운영 업로드 원천
052400,KOSDAQ150,operator_uploaded_csv,local-upload-2026-06-24,2026-06-24,운영 업로드 원천
052690,KOSPI200,operator_uploaded_csv,local-upload-2026-06-24,2026-06-24,운영 업로드 원천
053800,KOSDAQ150,operator_uploaded_csv,local-upload-2026-06-24,2026-06-24,운영 업로드 원천
055550,KOSPI100,operator_uploaded_csv,local-upload-2026-06-24,2026-06-24,운영 업로드 원천
055550,KOSPI200,operator_uploaded_csv,local-upload-2026-06-24,2026-06-24,운영 업로드 원천
056080,KOSDAQ150,operator_uploaded_csv,local-upload-2026-06-24,2026-06-24,운영 업로드 원천
056190,KOSDAQ150,operator_uploaded_csv,local-upload-2026-06-24,2026-06-24,운영 업로드 원천
